,killer_recording_id,victim_recording_id,timestamp,recording_id,session_id,timestamp
327,3459164,3465468,1510689450695,3459164,37549105,1510688465765
328,3459164,3465481,1510689364421,3459164,37549105,1510688465765
329,3459087,3465502,1510689250405,3459087,37549105,1510688458951
330,3468978,3465537,1510689668419,3468978,37549105,1510689639620
331,3460177,3465589,1510689562480,3460177,37549105,1510688575913
332,3448659,3465604,1510689258898,3448659,37549105,1510687147078
333,3455283,3465607,1510689222569,3455283,37549105,1510688000718
334,3460177,3465635,1510689425678,3460177,37549105,1510688575913
335,3465872,3465699,1510689395676,3465872,37549105,1510689250563
336,3459087,3465746,1510689346178,3459087,37549105,1510688458951
337,3457214,3465821,1510689663773,3457214,37549105,1510688243949
338,3457214,3465828,1510689666462,3457214,37549105,1510688243949
339,3456853,3465859,1510689277956,3456853,37549105,1510688192346
340,3463210,3465872,1510689410180,3463210,37549105,1510688942338
341,3450226,3465909,1510689722763,3450226,37549105,1510687349116
342,3457988,3466288,1510689434949,3457988,37549105,1510688328875
343,3460177,3466449,1510689642308,3460177,37549105,1510688575913
344,3466553,3466499,1510689635947,3466553,37549105,1510689339314
345,3465537,3466553,1510689672623,3465537,37549105,1510689211446
346,3467815,3466891,1510689605812,3467815,37549105,1510689500649
347,3466288,3466913,1510689656251,3466288,37549105,1510689303491
348,3455553,3466914,1510689609391,3455553,37549105,1510688031304
349,3466288,3466962,1510689654735,3466288,37549105,1510689303491
350,3460177,3466995,1510690194169,3460177,37549105,1510688575913
351,3465872,3467036,1510689421014,3465872,37549105,1510689250563
352,3465872,3467069,1510689421013,3465872,37549105,1510689250563
353,3467815,3467070,1510689601456,3467815,37549105,1510689500649
354,3460177,3467076,1510689617524,3460177,37549105,1510688575913
355,3465872,3467089,1510689421014,3465872,37549105,1510689250563
356,3455553,3467112,1510689627708,3455553,37549105,1510688031304
357,3463967,3467267,1510689438600,3463967,37549105,1510689030594
358,3465872,3467413,1510689455929,3465872,37549105,1510689250563
359,3455553,3467555,1510690179885,3455553,37549105,1510688031304
360,3467833,3467815,1510690001940,3467833,37549105,1510689502920
361,3450226,3467833,1510689744407,3450226,37549105,1510687349116
362,3464522,3468529,1510689649427,3464522,37549105,1510689094886
363,3474173,3468634,1510690295837,3474173,37549105,1510690260551
364,3450226,3468917,1510689769683,3450226,37549105,1510687349116
365,3460225,3468931,1510689752150,3460225,37549105,1510688580257
366,3460225,3468978,1510689756815,3460225,37549105,1510688580257
367,3474173,3469124,1510690331201,3474173,37549105,1510690260551
368,3474173,3469195,1510690331061,3474173,37549105,1510690260551
369,3467815,3469355,1510690281369,3467815,37549105,1510689500649
370,3463967,3469356,1510690114786,3463967,37549105,1510689030594
371,3463967,3469423,1510689933974,3463967,37549105,1510689030594
372,3469356,3469602,1510689950899,3469356,37549105,1510689684495
373,3473092,3469678,1510690199961,3473092,37549105,1510690111624
374,3470594,3469734,1510690004221,3470594,37549105,1510689821340
375,3473092,3469790,1510690198652,3473092,37549105,1510690111624
376,3455553,3469792,1510689931066,3455553,37549105,1510688031304
