,victim_recording_id,attacker_recording_id,type_id,timestamp,victim_pos_x,victim_pos_y,victim_pos_z,victim_rot_x,victim_rot_y,victim_rot_z,attacker_pos_x,attacker_pos_y,attacker_pos_z,attacker_rot_x,attacker_rot_y,attacker_rot_z,weapon_id,hitbone_id,damage_flags,recording_id,session_id,timestamp
30,3443195,3443200,9,1510687025872,10098.67578125,-116862.8125,-4598.86474609375,-0.992685794830322,-0.0305598601698875,-0.116794914007187,7654.541015625,-117112.9765625,-4631.37939453125,0.224953010678291,0.9708012342453,0.0833135172724724,1816998062,0,,3443195,37549105,1510686496939
31,3446114,3448374,9,1510687411126,7957.96337890625,-119996.2265625,-4873.0068359375,-0.86831659078598,-0.48433580994606,0.10698177665472,2548.6962890625,-119386.359375,-4584.38427734375,0.992106974124908,-0.113779470324516,-0.052706602960825,1581610878,0,,3446114,37549105,1510686853407
32,3446114,3446034,9,1510687242864,6803.35009765625,-118968.390625,-4648.8623046875,0.618914306163788,0.782647609710693,-0.0663917064666748,10774.408203125,-116436.6171875,-4626.86083984375,-0.842668354511261,-0.538379728794098,0.0075739580206573,-1167645854,0,,3446114,37549105,1510686853407
33,3446114,3446719,9,1510687387876,8308.92578125,-119734.6875,-4631.3681640625,0.551867127418518,0.827644169330597,0.102214388549328,12358.3046875,-113640.703125,-4228.10009765625,-0.5597904920578,-0.827954769134521,-0.0335496887564659,2113594951,0,,3446114,37549105,1510686853407
34,3446114,3446034,9,1510687242544,6818.34716796875,-118980.109375,-4647.5439453125,0.61685311794281,0.784050226211548,-0.0689745247364044,10774.408203125,-116436.6171875,-4626.86083984375,-0.842054665088654,-0.539125144481659,0.0169688481837511,-1167645854,0,,3446114,37549105,1510686853407
35,3444688,3450002,9,1510687399463,9447.8447265625,-114521.2421875,-4505.5205078125,-0.118455611169338,0.830919682979584,-0.543636500835419,9436.0224609375,-115719.6875,-4598.67041015625,-0.0110985161736608,0.997918665409088,0.063521534204483,1103024654,0,,3444688,37549105,1510686676952
36,3444688,3443193,9,1510686783723,15530.857421875,-114937.1953125,-4626.86572265625,-0.494767308235168,-0.866207182407379,-0.0699311271309853,11611.2138671875,-104098.0625,-3604.15869140625,0.33489653468132,-0.939095079898834,-0.0771018788218498,803140991,0,,3444688,37549105,1510686676952
37,3444688,3450002,9,1510687399549,9446.1845703125,-114501.9921875,-4520.4033203125,-0.167215928435326,0.839810252189636,-0.516485691070557,9435.9033203125,-115704.34375,-4598.67041015625,0.00689283199608326,0.998530089855194,0.0537592731416225,1103024654,0,,3444688,37549105,1510686676952
38,3444688,3449680,9,1510687464005,9308.9365234375,-114382.5078125,-4626.86572265625,0.828138113021851,0.521303355693817,-0.205985695123672,9475.056640625,-116032.4375,-4626.86572265625,-0.0937128886580467,0.995495438575745,0.0143805742263794,1103024654,0,,3444688,37549105,1510686676952
39,3444688,3443201,9,1510686712947,15981.0986328125,-118498.1015625,-4623.8427734375,-0.736277639865875,-0.612681984901428,-0.287256002426147,9914.9482421875,-116459.9609375,-3825.40600585938,0.946933150291443,-0.304488599300385,-0.102977499365807,1569417135,0,,3444688,37549105,1510686676952
40,3444688,3450002,9,1510687399645,9442.7998046875,-114477.1015625,-4539.642578125,-0.230748847126961,0.85222727060318,-0.469535648822784,9435.85546875,-115693.7265625,-4598.67041015625,-0.00747137609869242,0.999086439609528,0.0420761741697788,1103024654,0,,3444688,37549105,1510686676952
41,3444688,3446114,9,1510687135282,9554.681640625,-115013.9921875,-4158.85693359375,0.935235202312469,-0.301716953516006,-0.185207590460777,6700.28125,-118924.1484375,-4677.71923828125,0.587866008281708,0.801282525062561,0.111175045371056,1103024654,0,,3444688,37549105,1510686676952
42,3444688,3443200,9,1510687013677,9491.634765625,-115152.3515625,-4159.75244140625,-0.840121626853943,-0.525703132152557,-0.133535847067833,7447.05712890625,-117006.9140625,-4652.67333984375,0.287714302539825,0.957714378833771,0.00191747478675097,1816998062,0,,3444688,37549105,1510686676952
43,3443144,3463042,9,1510689278868,15402.6396484375,-130627.140625,-2894.17260742188,0.0650768131017685,0.939938068389893,-0.335083991289139,16199.96875,-114188.8515625,-4624.2333984375,-0.0487247295677662,-0.99375319480896,0.100402161478996,25128851,0,,3443144,37549105,1510686496939
44,3443275,3448659,9,1510687326037,-13771.482421875,-70794.9375,-5050.82177734375,-0.435467332601547,-0.882116436958313,-0.179551526904106,-29427.849609375,-68511.625,-2879.08447265625,0.98247879743576,-0.145544424653053,-0.116414152085781,803140991,0,,3443275,37549105,1510686504333
45,3443275,3451955,9,1510687758182,-15007.9609375,-76099.171875,-5443.64013671875,-0.753631472587585,-0.655651688575745,-0.0464824996888638,-21587.7421875,-80722.78125,-4084.5009765625,0.801585614681244,0.577749073505402,-0.153839439153671,1103024654,0,,3443275,37549105,1510686504333
46,3443275,3450070,9,1510687861791,-14454.857421875,-78529.5078125,-5304.734375,-0.0100883506238461,0.974287092685699,0.225083902478218,-14646.3642578125,-63886.93359375,-2021.50744628906,0.0161855481564999,-0.975756525993347,-0.218259662389755,604045252,0,,3443275,37549105,1510686504333
47,3443275,3450070,9,1510687513268,-14866.642578125,-77249.0625,-5433.7001953125,-0.458861887454987,0.873318016529083,0.163589119911194,-20825.376953125,-65881.2421875,-3469.5615234375,0.491677343845367,-0.845857381820679,-0.20683017373085,-748308999,-1,,3443275,37549105,1510686504333
48,3443183,3443186,9,1510686925720,10511.361328125,-107562.2890625,-4554.25048828125,-0.432578146457672,-0.900275826454163,-0.0487806238234043,-14922.1552734375,-120288.6640625,-1813.78625488281,0.890581548213959,0.444115251302719,-0.0981127992272377,1788056093,0,,3443183,37549105,1510686496939
49,3443142,3449687,9,1510688133964,-34434.5859375,-77589.3359375,-1276.73205566406,-0.453965425491333,-0.815889596939087,-0.358105570077896,-34265.31640625,-77494.6875,-1276.73291015625,-0.850405514240265,-0.490836828947067,-0.189445644617081,826096074,0,,3443142,37549105,1510686496939
50,3443142,3446278,9,1510687670043,-31445.19140625,-82200.4921875,-1666.77905273438,0.547008574008942,0.105049856007099,-0.830509603023529,-31231.5078125,-82182.875,-1686.36572265625,-0.950425803661346,-0.0930567607283592,-0.296700477600098,803140991,0,,3443142,37549105,1510686496939
51,3443142,3449687,9,1510688133632,-34434.5859375,-77589.3359375,-1276.73205566406,-0.453965425491333,-0.815889596939087,-0.358105570077896,-34263.609375,-77498.5625,-1276.73291015625,-0.79508912563324,-0.576083600521088,-0.18963386118412,826096074,0,,3443142,37549105,1510686496939
52,3443227,3443200,9,1510686779368,30697.0703125,-57745.91015625,-2727.7548828125,-0.159441560506821,0.939731001853943,-0.30246314406395,36299.46484375,-49116.19921875,-4804.18310546875,-0.635284006595612,-0.765227377414703,0.104121632874012,1816998062,0,,3443227,37549105,1510686499655
53,3443515,3446048,9,1510686887247,35452.890625,-50352.23828125,-4995.955078125,-0.896461665630341,-0.201939210295677,0.394432574510574,27733.85546875,-52147.37890625,-1697.29870605469,0.903822898864746,0.212356686592102,-0.371495276689529,2113594951,0,,3443515,37549105,1510686530411
54,3443515,3446048,9,1510686886625,35451.21875,-50345.015625,-4998.3330078125,-0.898321390151978,-0.214702546596527,0.383303374052048,27733.85546875,-52147.37890625,-1697.29870605469,0.909356415271759,0.207593962550163,-0.36052143573761,2113594951,0,,3443515,37549105,1510686530411
55,3443280,3443515,9,1510686822848,32842.57421875,-50793.5390625,-4193.2998046875,0.754234194755554,0.58872652053833,-0.290743589401245,37643.32421875,-48436.6640625,-4973.89599609375,-0.88506942987442,-0.431030720472336,0.17568302154541,803140991,0,,3443280,37549105,1510686504409
56,3443280,3443515,9,1510686802614,32992.98828125,-51015.27734375,-4161.41455078125,0.887749493122101,0.393206775188446,-0.239351868629456,37644.77734375,-48386.38671875,-4974.01806640625,-0.855190098285675,-0.487496197223663,0.176060542464256,803140991,0,,3443280,37549105,1510686504409
57,3443280,3443515,9,1510686801983,32911.01953125,-50964.62109375,-4184.2626953125,0.87014240026474,0.438202023506165,-0.225457608699799,37644.77734375,-48386.38671875,-4974.01806640625,-0.868959844112396,-0.463290899991989,0.173983871936798,803140991,0,,3443280,37549105,1510686504409
58,3443201,3443192,9,1510686712828,9914.9482421875,-116459.9609375,-3825.40600585938,0.936960637569427,-0.321030586957932,-0.13800023496151,11832.904296875,-122385.2734375,-4619.94970703125,-0.306984394788742,0.936181366443634,0.171245262026787,2113594951,0,,3443201,37549105,1510686498643
59,3443201,3443192,9,1510686757967,9544.3798828125,-115915.5,-3790.52807617188,-0.731960296630859,0.310614168643951,-0.606426298618317,11890.1689453125,-122371.265625,-4610.193359375,-0.342103511095047,0.927969932556152,0.147773593664169,2113594951,0,,3443201,37549105,1510686498643
60,3443531,3443145,9,1510687155455,-29624.263671875,-78474.5859375,-1645.67431640625,0.709546148777008,-0.646324574947357,-0.280728965997696,-16701.705078125,-77843.984375,-5252.25439453125,-0.958662390708923,-0.0470038615167141,0.280636847019196,1581610878,0,,3443531,37549105,1510686532103
61,3447481,3452241,9,1510687628520,-21511.646484375,-75388.78125,-4450.36572265625,0.486681938171387,0.868212759494781,0.0966812819242477,-14430.6953125,-78204.1640625,-5280.7353515625,-0.923428654670715,0.368054926395416,0.108697436749935,-1812731123,0,,3447481,37549105,1510687004223
62,3447481,3452241,9,1510687627194,-21436.03125,-75310.125,-4508.404296875,0.449413478374481,0.890491664409637,0.0710783749818802,-14430.6953125,-78204.1640625,-5280.7353515625,-0.923532247543335,0.366353064775467,0.113461464643478,-1812731123,0,,3447481,37549105,1510687004223
63,3447481,3452241,9,1510687629037,-21541.9140625,-75374.03125,-4449.82861328125,0.500820815563202,0.858553111553192,0.109841041266918,-14430.6953125,-78204.1640625,-5280.7353515625,-0.920898377895355,0.371864050626755,0.116889946162701,-1812731123,0,,3447481,37549105,1510687004223
64,3443222,3448374,9,1510687241314,-5688.41845703125,-131112.546875,754.174743652344,0.321997255086899,0.937730491161346,-0.130304679274559,-2742.47778320312,-131144.6875,95.1631393432617,-0.95200914144516,0.0241925213485956,0.305111825466156,1719842945,-1,,3443222,37549105,1510686498810
65,3443277,3450888,9,1510688405591,30300.16015625,-111280.3828125,-2079.28051757812,-0.188335880637169,-0.975638926029205,-0.112508945167065,31852.3828125,-113066.25,-2849.99975585938,-0.633686721324921,0.717616260051727,0.288908183574677,2113594951,0,,3443277,37549105,1510686504656
66,3443277,3450203,9,1510687533196,-23513.564453125,-64966.203125,-3545.16748046875,0.859997987747192,-0.507538378238678,0.0529933758080006,-15344.642578125,-63743.87890625,-1994.89672851562,-0.974675059318542,-0.151654005050659,-0.164345905184746,2113594951,0,,3443277,37549105,1510686504656
67,3443277,3443275,9,1510687674634,-21928.6328125,-62229.6328125,-2593.34741210938,0.977725386619568,0.152896866202354,0.143789902329445,-15299.0400390625,-77031.2421875,-5438.857421875,-0.406289577484131,0.896548092365265,0.17643803358078,826096074,0,,3443277,37549105,1510686504656
68,3443277,3450888,9,1510688405858,30311.1640625,-111322.578125,-2084.5068359375,-0.666601479053497,-0.736757934093475,-0.113271266222,31852.3828125,-113066.25,-2849.99975585938,-0.634562373161316,0.713766396045685,0.296425580978394,2113594951,0,,3443277,37549105,1510686504656
69,3443188,3447681,9,1510687535467,-16663.7734375,-78446.2109375,-5238.953125,-0.217596471309662,0.972927808761597,-0.0778668075799942,-13854.861328125,-82436.8359375,-5217.51708984375,-0.607351303100586,0.793666839599609,0.0348909795284271,-748308999,-1,,3443188,37549105,1510686497695
70,3443381,3445689,9,1510686833570,11569.2724609375,-114201.328125,-4598.865234375,0.914185702800751,0.394891917705536,-0.0912406519055367,9762.1552734375,-114752.7890625,-4574.90625,0.959247648715973,0.279573023319244,-0.0410227067768574,1103024654,0,,3443381,37549105,1510686514027
71,3443381,3445689,9,1510686833222,11565.5517578125,-114195.5625,-4598.865234375,0.298453778028488,0.950314700603485,-0.0884719416499138,9705.4775390625,-114734.59375,-4574.90625,0.956621408462524,0.284388661384583,-0.0632345452904701,1103024654,0,,3443381,37549105,1510686514027
72,3443381,3445689,9,1510686833403,11567.4833984375,-114198.5546875,-4598.865234375,0.353131920099258,0.931380927562714,-0.0884719416499138,9736.158203125,-114744.8671875,-4574.90625,0.957162618637085,0.283451288938522,-0.0591200180351734,1103024654,0,,3443381,37549105,1510686514027
73,3443145,3448659,9,1510687339447,-13682.1162109375,-70723.515625,-5062.17529296875,-0.891059279441833,-0.396308779716492,-0.221252635121346,-29427.849609375,-68511.625,-2879.08447265625,0.982231557369232,-0.143872201442719,-0.120507381856441,803140991,0,,3443145,37549105,1510686497233
74,3443145,3450070,9,1510687503953,-16347.5068359375,-76236.4375,-5388.4892578125,0.369920343160629,0.920913219451904,0.122791275382042,-20719.458984375,-65703.8046875,-3517.380859375,0.526513338088989,-0.820796430110931,-0.22153303027153,-748308999,-1,,3443145,37549105,1510686497233
75,3443145,3448659,9,1510687337946,-13631.9755859375,-70738.984375,-5069.3271484375,-0.93915194272995,-0.246472865343094,-0.239258825778961,-29427.849609375,-68511.625,-2879.08447265625,0.982580661773682,-0.138731256127357,-0.123648002743721,803140991,0,,3443145,37549105,1510686497233
76,3443145,3448659,9,1510687340806,-13707.4228515625,-70718.6328125,-5058.90185546875,-0.844007194042206,-0.495159476995468,-0.206079944968224,-29427.849609375,-68511.625,-2879.08447265625,0.98411625623703,-0.132602393627167,-0.118032746016979,803140991,0,,3443145,37549105,1510686497233
77,3443257,3449838,9,1510688282936,-56283.0703125,-84199.890625,-5061.66162109375,0.815671503543854,0.578094959259033,-0.0220495462417603,-45780.30859375,-66937.046875,-4605.4453125,-0.527131795883179,-0.849451005458832,-0.0237747672945261,-1341171439,0,,3443257,37549105,1510686502645
78,3443146,3448659,9,1510687365513,-13797.642578125,-70745.890625,-5032.79296875,0.38553261756897,-0.603815853595734,-0.697689831256866,-29427.849609375,-68511.625,-2879.08447265625,0.984080731868744,-0.135672822594643,-0.114795245230198,803140991,0,,3443146,37549105,1510686497278
79,3443146,3443257,9,1510687547831,-16231.888671875,-75998.8671875,-5389.71875,0.486627548933029,0.80539608001709,-0.33842396736145,-24905.048828125,-69451.09375,-4468.658203125,0.37773010134697,0.918890535831451,-0.113842621445656,-748308999,-1,,3443146,37549105,1510686497278
80,3443146,3443223,9,1510687678941,-16370.0986328125,-75665.15625,-5375.72900390625,-0.558898866176605,0.828689336776733,0.0300998259335756,-18705.015625,-72177.21875,-5271.51318359375,0.557142734527588,-0.830027997493744,-0.025404104962945,25128851,0,,3443146,37549105,1510686497278
81,3443146,3450070,9,1510687513268,-16296.0517578125,-76065.640625,-5386.1669921875,-0.640748918056488,-0.767608463764191,-0.0147642493247986,-20825.376953125,-65881.2421875,-3469.5615234375,0.491677343845367,-0.845857381820679,-0.20683017373085,-748308999,-1,,3443146,37549105,1510686497278
82,3443223,3449838,9,1510688282945,-56526.40234375,-84375.328125,-5075.9697265625,0.522532165050507,0.852217853069305,0.0261705592274666,-45780.30859375,-66937.046875,-4605.4453125,-0.527131795883179,-0.849451005458832,-0.0237747672945261,-1341171439,0,,3443223,37549105,1510686501585
83,3443182,3451955,9,1510687872752,-13931.296875,-78833.4375,-5289.85791015625,0.153667971491814,0.978966891765594,0.134200692176819,-14035.30859375,-79285.6328125,-5308.86474609375,0.248407289385796,0.967651784420013,-0.0440878979861736,1103024654,0,,3443182,37549105,1510686496939
84,3443182,3450070,9,1510687503953,-15315.865234375,-76941.4609375,-5429.0126953125,-0.959359467029572,-0.105739057064056,0.261627018451691,-20719.458984375,-65703.8046875,-3517.380859375,0.526513338088989,-0.820796430110931,-0.22153303027153,-748308999,-1,,3443182,37549105,1510686496939
85,3443182,3451955,9,1510687872292,-13931.296875,-78833.4375,-5289.85791015625,0.14196465909481,0.983673214912415,0.110603354871273,-14074.5859375,-79285.5625,-5308.86474609375,0.289419710636139,0.956068336963654,-0.0465782396495342,1103024654,0,,3443182,37549105,1510686496939
86,3443276,3445561,9,1510686888025,9439.9462890625,-114838.1953125,-4284.6640625,0.262830287218094,-0.959040582180023,0.105647154152393,9554.6767578125,-115320.015625,-4182.85693359375,-0.245093032717705,0.939394235610962,-0.239724084734917,-1376314898,0,,3443276,37549105,1510686504875
87,3443276,3445561,9,1510686888228,9443.0703125,-114851.5390625,-4274.353515625,0.236534386873245,-0.967083096504211,0.0938181504607201,9554.67578125,-115320.796875,-4182.85693359375,-0.217598050832748,0.962102651596069,-0.164345905184746,-1376314898,0,,3443276,37549105,1510686504875
88,3443276,3445561,9,1510686887940,9438.8974609375,-114833.1875,-4288.53564453125,0.266935050487518,-0.955663025379181,0.124313496053219,9555.53125,-115318.7109375,-4182.85693359375,-0.250546634197235,0.930294811725616,-0.267914146184921,-1376314898,0,,3443276,37549105,1510686504875
89,3443221,3453249,9,1510688072805,9735.0146484375,-117190.5234375,-4598.9208984375,0.181618601083755,0.805172622203827,-0.564545571804047,16046.91015625,-117742.0390625,-4575.0419921875,-0.997578740119934,-0.0691636800765991,0.00728634465485811,-748308999,-1,,3443221,37549105,1510686499035
90,3443221,3457049,9,1510688592332,11039.0361328125,-115158.7421875,-4598.86572265625,-0.518757462501526,-0.84261280298233,-0.144549027085304,9024.28515625,-112958.390625,-4598.7666015625,-0.0819646120071411,0.986083090305328,-0.144643872976303,1905402143,-1,,3443221,37549105,1510686499035
91,3443221,3451689,9,1510687893393,9352.38671875,-118256.3671875,-4626.86572265625,-0.965348839759827,0.215804576873779,-0.14673088490963,6774.3818359375,-118957.7734375,-4652.3076171875,0.963741540908813,0.266802668571472,-0.00431440910324454,1103024654,0,,3443221,37549105,1510686499035
92,3443221,3443277,9,1510688303821,11095.73046875,-114905.578125,-4598.8583984375,-0.975993096828461,0.109751507639885,-0.188127487897873,29824.216796875,-111300.046875,-1927.65539550781,-0.970882177352905,-0.191959515213966,-0.143315553665161,1103024654,0,,3443221,37549105,1510686499035
93,3443221,3445561,9,1510686957073,9351.294921875,-114398.3203125,-4626.86572265625,0.246029034256935,-0.897734522819519,0.365434497594833,9448.2265625,-114951.4140625,-4173.13427734375,-0.109874464571476,0.743661165237427,-0.65946626663208,-1376314898,0,,3443221,37549105,1510686499035
94,3443221,3459611,9,1510688586048,10725.98828125,-115062.1171875,-4574.86328125,-0.923754513263702,0.228567019104958,-0.307302385568619,7667.583984375,-113767.65625,-4903.22607421875,-0.0325897522270679,-0.993571639060974,-0.1084119156003,1905402143,-1,,3443221,37549105,1510686499035
95,3443221,3457613,9,1510688803274,10373.4990234375,-115233.984375,-4486.98486328125,-0.65478789806366,-0.652031242847443,-0.382240772247314,10270.05078125,-116588.15625,-4598.86572265625,0.0841224640607834,0.991316437721252,0.101069860160351,1103024654,0,,3443221,37549105,1510686499035
